epoch,ts,temperature_c,temperature_f,humidity_pct,pressure_station_mbar,pressure_sealevel_mbar,dew_point_c,heat_index_c,wu_status
1788229836,2026-09-01T03:30:36+0100,13.14,55.65,78.77,1007.62,1013.65,9.5,13.1,success
1788230125,2026-09-01T03:35:25+0100,13.14,55.65,79.26,1007.64,1013.66,9.6,13.1,success
1788230419,2026-09-01T03:40:19+0100,13.21,55.78,79.14,1007.66,1013.68,9.7,13.2,success
1788230737,2026-09-01T03:45:37+0100,13.17,55.71,79.39,1007.69,1013.71,9.7,13.2,success
1788231019,2026-09-01T03:50:19+0100,13.25,55.85,79.5,1007.7,1013.72,9.8,13.2,success
1788231329,2026-09-01T03:55:29+0100,13.3,55.94,79.66,1007.69,1013.71,9.9,13.3,success
1788231656,2026-09-01T04:00:56+0100,13.32,55.98,80.04,1007.64,1013.66,9.9,13.3,success
1788231933,2026-09-01T04:05:33+0100,13.25,55.85,80.33,1007.66,1013.68,9.9,13.2,success
1788232224,2026-09-01T04:10:24+0100,13.38,56.08,80.14,1007.56,1013.57,10.0,13.4,success
1788232522,2026-09-01T04:15:22+0100,13.42,56.16,80.04,1007.56,1013.58,10.0,13.4,success
1788232827,2026-09-01T04:20:27+0100,13.48,56.26,79.93,1007.51,1013.52,10.1,13.5,success
1788233119,2026-09-01T04:25:19+0100,13.45,56.21,80.04,1007.34,1013.36,10.1,13.4,error: URLError: <urlopen error [Errno -3] Temporary failure in name resolution>
1788233423,2026-09-01T04:30:23+0100,13.47,56.25,80.16,1007.36,1013.38,10.1,13.5,success
1788233736,2026-09-01T04:35:36+0100,13.49,56.28,80.44,1007.28,1013.29,10.2,13.5,success
1788234021,2026-09-01T04:40:21+0100,13.63,56.53,80.03,1007.2,1013.21,10.2,13.6,success
1788234334,2026-09-01T04:45:34+0100,13.73,56.71,79.96,1007.19,1013.2,10.3,13.7,success
1788234624,2026-09-01T04:50:24+0100,13.77,56.79,79.67,1007.15,1013.16,10.3,13.8,success
1788234918,2026-09-01T04:55:18+0100,13.86,56.95,79.33,1007.29,1013.3,10.3,13.9,success
1788235228,2026-09-01T05:00:28+0100,13.87,56.97,79.17,1007.42,1013.43,10.3,13.9,success
1788235531,2026-09-01T05:05:31+0100,13.87,56.97,79.1,1007.53,1013.53,10.3,13.9,success
1788235838,2026-09-01T05:10:38+0100,13.95,57.11,78.71,1007.33,1013.34,10.3,13.9,success
1788236137,2026-09-01T05:15:37+0100,13.93,57.07,78.94,1007.36,1013.36,10.3,13.9,success
1788236425,2026-09-01T05:20:25+0100,13.96,57.13,78.8,1007.31,1013.31,10.3,14.0,success
1788236720,2026-09-01T05:25:20+0100,13.99,57.18,78.84,1007.32,1013.32,10.4,14.0,success
1788237021,2026-09-01T05:30:21+0100,14.0,57.2,79.03,1007.39,1013.4,10.4,14.0,success
1788237325,2026-09-01T05:35:25+0100,14.0,57.2,79.04,1007.33,1013.33,10.4,14.0,success
1788237621,2026-09-01T05:40:21+0100,14.07,57.33,78.82,1007.33,1013.33,10.4,14.1,success
1788237926,2026-09-01T05:45:26+0100,14.08,57.34,78.94,1007.31,1013.31,10.5,14.1,success
1788238222,2026-09-01T05:50:22+0100,14.17,57.51,78.58,1007.38,1013.38,10.5,14.2,success
1788238523,2026-09-01T05:55:23+0100,14.17,57.51,78.52,1007.38,1013.38,10.5,14.2,success
1788238835,2026-09-01T06:00:35+0100,14.15,57.47,78.73,1007.48,1013.47,10.5,14.2,success
1788239121,2026-09-01T06:05:21+0100,14.17,57.51,78.64,1007.45,1013.45,10.5,14.2,success
1788239421,2026-09-01T06:10:21+0100,14.18,57.52,78.79,1007.6,1013.6,10.5,14.2,success
1788239724,2026-09-01T06:15:24+0100,14.14,57.45,78.87,1007.61,1013.61,10.5,14.1,success
1788240021,2026-09-01T06:20:21+0100,14.13,57.43,79.1,1007.71,1013.71,10.6,14.1,success
1788240329,2026-09-01T06:25:29+0100,14.11,57.4,79.39,1007.74,1013.74,10.6,14.1,success
1788240633,2026-09-01T06:30:33+0100,14.17,57.51,79.56,1007.76,1013.76,10.7,14.2,success
1788240927,2026-09-01T06:35:27+0100,14.2,57.56,79.66,1007.69,1013.68,10.7,14.2,success
1788241225,2026-09-01T06:40:25+0100,14.2,57.56,79.85,1007.78,1013.78,10.8,14.2,success
1788241522,2026-09-01T06:45:22+0100,14.21,57.58,79.91,1007.8,1013.8,10.8,14.2,success
1788241822,2026-09-01T06:50:22+0100,14.16,57.49,79.97,1007.84,1013.84,10.8,14.2,success
1788242153,2026-09-01T06:55:53+0100,14.18,57.52,80.02,1007.78,1013.78,10.8,14.2,success
1788242420,2026-09-01T07:00:20+0100,14.12,57.42,80.15,1007.74,1013.74,10.7,14.1,success
1788242722,2026-09-01T07:05:22+0100,14.08,57.34,80.43,1007.73,1013.73,10.8,14.1,success
1788243023,2026-09-01T07:10:23+0100,14.05,57.29,80.77,1007.72,1013.72,10.8,14.1,success
1788243324,2026-09-01T07:15:24+0100,14.01,57.22,80.7,1007.64,1013.64,10.7,14.0,success
1788243633,2026-09-01T07:20:33+0100,14.05,57.29,80.9,1007.6,1013.61,10.8,14.1,success
1788243954,2026-09-01T07:25:54+0100,14.05,57.29,81.22,1007.63,1013.63,10.9,14.1,success
1788244233,2026-09-01T07:30:33+0100,14.11,57.4,81.2,1007.6,1013.6,10.9,14.1,success
1788244532,2026-09-01T07:35:32+0100,14.22,57.6,81.06,1007.47,1013.47,11.0,14.2,success
1788244836,2026-09-01T07:40:36+0100,14.32,57.78,80.8,1007.62,1013.62,11.1,14.3,success
1788245121,2026-09-01T07:45:21+0100,14.44,57.99,80.57,1007.73,1013.73,11.1,14.4,success
1788245423,2026-09-01T07:50:23+0100,14.5,58.1,80.12,1007.64,1013.63,11.1,14.5,success
1788245718,2026-09-01T07:55:18+0100,14.61,58.3,80.06,1007.71,1013.71,11.2,14.6,success
1788246033,2026-09-01T08:00:33+0100,14.74,58.53,79.55,1007.8,1013.79,11.2,14.7,success
1788246330,2026-09-01T08:05:30+0100,14.84,58.71,79.56,1007.74,1013.73,11.3,14.8,success
1788246627,2026-09-01T08:10:27+0100,14.93,58.87,78.85,1007.81,1013.8,11.3,14.9,success
1788246925,2026-09-01T08:15:25+0100,15.03,59.05,78.21,1007.68,1013.66,11.3,15.0,success
1788247226,2026-09-01T08:20:26+0100,15.14,59.25,77.98,1007.71,1013.68,11.3,15.1,success
1788247557,2026-09-01T08:25:57+0100,15.25,59.45,77.93,1007.81,1013.79,11.4,15.2,success
1788247829,2026-09-01T08:30:29+0100,15.34,59.61,77.56,1007.67,1013.65,11.4,15.3,success
1788248126,2026-09-01T08:35:26+0100,15.45,59.81,76.97,1007.76,1013.74,11.4,15.4,success
1788248427,2026-09-01T08:40:27+0100,15.56,60.01,77.11,1007.69,1013.66,11.6,15.6,success
1788248733,2026-09-01T08:45:33+0100,15.69,60.24,77.08,1007.69,1013.66,11.7,15.7,success
1788249021,2026-09-01T08:50:21+0100,15.81,60.46,76.75,1007.85,1013.82,11.7,15.8,success
1788249362,2026-09-01T08:56:02+0100,15.92,60.66,76.99,1007.77,1013.73,11.9,15.9,success
1788249618,2026-09-01T09:00:18+0100,15.99,60.78,76.59,1007.63,1013.59,11.9,16.0,success
1788249925,2026-09-01T09:05:25+0100,16.08,60.94,76.26,1007.63,1013.59,11.9,16.1,success (try 3)
1788250226,2026-09-01T09:10:26+0100,16.18,61.12,76.13,1007.66,1013.62,12.0,16.2,success (try 2)
1788250518,2026-09-01T09:15:18+0100,16.22,61.2,76.36,1007.59,1013.54,12.1,16.2,success
1788250830,2026-09-01T09:20:30+0100,16.24,61.23,76.01,1007.49,1013.44,12.0,16.2,success
1788251134,2026-09-01T09:25:34+0100,16.3,61.34,75.95,1007.55,1013.51,12.1,16.3,success
1788251418,2026-09-01T09:30:18+0100,16.33,61.39,75.86,1007.5,1013.45,12.1,16.3,error: URLError: <urlopen error [Errno -3] Temporary failure in name resolution>
1788251725,2026-09-01T09:35:25+0100,16.47,61.65,75.29,1007.4,1013.35,12.1,16.5,success (try 3)
1788252017,2026-09-01T09:40:17+0100,16.56,61.81,75.33,1007.49,1013.44,12.2,16.6,success
1788252323,2026-09-01T09:45:23+0100,16.68,62.02,74.79,1007.51,1013.46,12.2,16.7,success
1788252619,2026-09-01T09:50:19+0100,16.84,62.31,74.37,1007.55,1013.5,12.3,16.8,success
1788252927,2026-09-01T09:55:27+0100,16.98,62.56,73.83,1007.64,1013.58,12.3,17.0,success
1788253221,2026-09-01T10:00:21+0100,17.09,62.76,73.99,1007.64,1013.58,12.4,17.1,success (try 2)
1788253562,2026-09-01T10:06:02+0100,17.11,62.8,74.14,1007.72,1013.66,12.5,17.1,success
1788253824,2026-09-01T10:10:24+0100,17.17,62.91,73.94,1007.84,1013.78,12.5,17.2,success
1788254162,2026-09-01T10:16:02+0100,17.28,63.1,73.01,1007.99,1013.93,12.4,17.3,success
1788254422,2026-09-01T10:20:22+0100,17.49,63.48,73.33,1007.92,1013.85,12.7,17.5,success
1788254737,2026-09-01T10:25:37+0100,17.73,63.91,72.61,1007.84,1013.77,12.7,17.7,success
1788255023,2026-09-01T10:30:23+0100,17.92,64.26,71.42,1007.88,1013.81,12.7,17.9,success
1788255327,2026-09-01T10:35:27+0100,18.05,64.49,70.61,1007.81,1013.73,12.6,18.1,success
1788255621,2026-09-01T10:40:21+0100,17.95,64.31,70.61,1007.71,1013.63,12.5,17.9,success
1788255916,2026-09-01T10:45:16+0100,18.05,64.49,69.87,1007.68,1013.6,12.5,18.1,success
1788256227,2026-09-01T10:50:27+0100,18.14,64.65,69.92,1007.78,1013.7,12.6,18.1,success
1788256520,2026-09-01T10:55:20+0100,18.32,64.98,69.04,1007.8,1013.71,12.5,18.3,success
1788256825,2026-09-01T11:00:25+0100,18.6,65.48,68.26,1007.86,1013.77,12.6,18.6,success
1788257124,2026-09-01T11:05:24+0100,18.63,65.53,69.16,1007.76,1013.67,12.9,18.6,success
1788257422,2026-09-01T11:10:22+0100,18.83,65.89,67.72,1007.77,1013.68,12.7,18.8,success
1788257720,2026-09-01T11:15:20+0100,18.79,65.82,68.25,1007.71,1013.62,12.8,18.8,success
1788258026,2026-09-01T11:20:26+0100,18.98,66.16,68.24,1007.61,1013.51,13.0,19.0,success
1788258323,2026-09-01T11:25:23+0100,19.01,66.22,66.59,1007.46,1013.36,12.6,19.0,success
1788258621,2026-09-01T11:30:21+0100,19.1,66.38,67.36,1007.48,1013.38,12.9,19.1,error: URLError: <urlopen error [Errno -3] Temporary failure in name resolution>
1788258916,2026-09-01T11:35:16+0100,19.35,66.83,67.39,1007.62,1013.51,13.2,19.4,success
1788259221,2026-09-01T11:40:21+0100,19.3,66.74,66.17,1007.67,1013.56,12.8,19.3,success
1788259523,2026-09-01T11:45:23+0100,19.47,67.05,66.63,1007.68,1013.57,13.1,19.5,success
1788259817,2026-09-01T11:50:17+0100,19.67,67.41,66.52,1007.69,1013.57,13.3,19.7,success
1788260128,2026-09-01T11:55:28+0100,19.76,67.57,65.49,1007.72,1013.6,13.1,19.8,success
1788260423,2026-09-01T12:00:23+0100,19.75,67.55,65.4,1007.74,1013.62,13.1,19.8,success
1788260733,2026-09-01T12:05:33+0100,19.75,67.55,64.88,1007.83,1013.72,13.0,19.8,success
1788261028,2026-09-01T12:10:28+0100,19.71,67.48,65.45,1007.87,1013.76,13.1,19.7,success
1788261321,2026-09-01T12:15:21+0100,19.81,67.66,64.81,1007.99,1013.87,13.0,19.8,success
1788261620,2026-09-01T12:20:20+0100,19.83,67.69,64.71,1008.0,1013.88,13.0,19.8,success
1788261919,2026-09-01T12:25:19+0100,19.75,67.55,65.56,1008.08,1013.97,13.1,19.8,success
1788262222,2026-09-01T12:30:22+0100,19.92,67.86,65.59,1007.92,1013.8,13.3,19.9,success
1788262522,2026-09-01T12:35:22+0100,19.59,67.26,65.01,1007.99,1013.88,12.8,19.6,success
1788262818,2026-09-01T12:40:18+0100,19.72,67.5,66.1,1007.76,1013.65,13.2,19.7,success
1788263130,2026-09-01T12:45:30+0100,19.96,67.93,64.49,1007.92,1013.8,13.1,20.0,success
1788263419,2026-09-01T12:50:19+0100,20.05,68.09,64.02,1007.82,1013.7,13.0,20.1,success
1788263718,2026-09-01T12:55:18+0100,20.31,68.56,64.91,1007.75,1013.63,13.5,20.3,success
1788264037,2026-09-01T13:00:37+0100,20.46,68.83,63.35,1007.83,1013.7,13.3,20.5,success
1788264322,2026-09-01T13:05:22+0100,20.46,68.83,63.83,1007.79,1013.67,13.4,20.5,success
1788264620,2026-09-01T13:10:20+0100,20.69,69.24,63.28,1007.72,1013.59,13.5,20.7,success
1788264923,2026-09-01T13:15:23+0100,20.94,69.69,62.47,1007.74,1013.6,13.5,20.9,success
1788265220,2026-09-01T13:20:20+0100,20.92,69.66,61.46,1007.65,1013.51,13.2,20.9,success
1788265518,2026-09-01T13:25:18+0100,20.96,69.73,62.33,1007.51,1013.37,13.5,21.0,success
1788265825,2026-09-01T13:30:25+0100,21.01,69.82,61.88,1007.57,1013.43,13.4,21.0,success
1788266162,2026-09-01T13:36:02+0100,21.4,70.52,61.42,1007.56,1013.41,13.7,21.4,success
1788266421,2026-09-01T13:40:21+0100,21.24,70.23,61.09,1007.57,1013.43,13.4,21.2,success
1788266736,2026-09-01T13:45:36+0100,21.68,71.02,60.36,1007.34,1013.19,13.7,21.7,success
1788267021,2026-09-01T13:50:21+0100,21.89,71.4,61.17,1007.34,1013.18,14.1,21.9,success
1788267320,2026-09-01T13:55:20+0100,22.12,71.82,59.55,1007.36,1013.2,13.9,22.1,success
1788267621,2026-09-01T14:00:21+0100,22.69,72.84,57.46,1007.43,1013.25,13.9,22.7,success
1788267917,2026-09-01T14:05:17+0100,22.34,72.21,56.28,1007.48,1013.32,13.2,22.3,success
1788268226,2026-09-01T14:10:26+0100,21.96,71.53,57.73,1007.52,1013.37,13.2,22.0,success
1788268528,2026-09-01T14:15:28+0100,21.88,71.38,58.7,1007.31,1013.15,13.4,21.9,success
1788268821,2026-09-01T14:20:21+0100,21.66,70.99,60.03,1007.17,1013.01,13.6,21.7,success
1788269128,2026-09-01T14:25:28+0100,21.65,70.97,59.41,1007.31,1013.15,13.4,21.6,success
1788269463,2026-09-01T14:31:03+0100,21.8,71.24,59.39,1007.3,1013.14,13.5,21.8,success
1788269764,2026-09-01T14:36:04+0100,21.88,71.38,60.87,1007.24,1013.08,14.0,21.9,success
1788270027,2026-09-01T14:40:27+0100,21.81,71.26,58.06,1007.13,1012.97,13.2,21.8,success
1788270318,2026-09-01T14:45:18+0100,22.05,71.69,59.15,1007.29,1013.13,13.7,22.1,success
1788270619,2026-09-01T14:50:19+0100,22.47,72.45,56.28,1007.36,1013.19,13.3,22.5,success
1788270918,2026-09-01T14:55:18+0100,22.09,71.76,57.29,1007.41,1013.25,13.3,22.1,success
1788271219,2026-09-01T15:00:19+0100,22.07,71.73,57.75,1007.33,1013.16,13.4,22.1,success
1788271517,2026-09-01T15:05:17+0100,21.8,71.24,57.04,1007.3,1013.14,12.9,21.8,success
1788271830,2026-09-01T15:10:30+0100,21.39,70.5,58.38,1007.41,1013.26,12.9,21.4,success
1788272131,2026-09-01T15:15:31+0100,21.4,70.52,59.52,1007.45,1013.3,13.2,21.4,success
1788272421,2026-09-01T15:20:21+0100,21.64,70.95,59.36,1007.29,1013.13,13.4,21.6,success
1788272718,2026-09-01T15:25:18+0100,21.75,71.15,59.39,1007.35,1013.2,13.5,21.8,success
1788273021,2026-09-01T15:30:21+0100,21.71,71.08,58.02,1007.27,1013.12,13.1,21.7,success
1788273318,2026-09-01T15:35:18+0100,21.7,71.06,57.95,1007.35,1013.19,13.1,21.7,success
1788273631,2026-09-01T15:40:31+0100,21.52,70.74,57.8,1007.32,1013.16,12.9,21.5,success
1788273916,2026-09-01T15:45:16+0100,21.55,70.79,57.78,1007.35,1013.2,12.9,21.6,success
1788274220,2026-09-01T15:50:20+0100,21.67,71.01,58.95,1007.4,1013.24,13.3,21.7,success
1788274523,2026-09-01T15:55:23+0100,21.64,70.95,59.16,1007.4,1013.24,13.3,21.6,success
1788275121,2026-09-01T16:05:21+0100,21.35,70.43,59.43,1007.31,1013.16,13.1,21.4,success
1788275422,2026-09-01T16:10:22+0100,21.16,70.09,58.95,1007.33,1013.18,12.8,21.2,success
1788275720,2026-09-01T16:15:20+0100,21.22,70.2,59.56,1007.11,1012.96,13.0,21.2,success
1788276017,2026-09-01T16:20:17+0100,21.14,70.05,59.63,1007.12,1012.97,13.0,21.1,success
1788276324,2026-09-01T16:25:24+0100,21.09,69.96,59.47,1007.21,1013.07,12.9,21.1,success
1788276617,2026-09-01T16:30:17+0100,21.21,70.18,59.57,1007.19,1013.04,13.0,21.2,success
1788276917,2026-09-01T16:35:17+0100,21.2,70.16,60.41,1007.07,1012.92,13.2,21.2,success
1788277230,2026-09-01T16:40:30+0100,21.2,70.16,60.31,1006.99,1012.84,13.2,21.2,success
1788277516,2026-09-01T16:45:16+0100,21.28,70.3,60.8,1007.11,1012.96,13.4,21.3,success
1788277816,2026-09-01T16:50:16+0100,21.15,70.07,60.46,1007.19,1013.05,13.2,21.1,success
1788278116,2026-09-01T16:55:16+0100,21.07,69.93,61.1,1007.19,1013.05,13.3,21.1,success
1788278418,2026-09-01T17:00:18+0100,21.23,70.21,60.57,1007.1,1012.95,13.3,21.2,success
1788278721,2026-09-01T17:05:21+0100,21.13,70.03,60.76,1006.96,1012.81,13.3,21.1,success
1788279016,2026-09-01T17:10:16+0100,21.0,69.8,59.69,1006.87,1012.73,12.9,21.0,success
1788279319,2026-09-01T17:15:19+0100,20.86,69.55,61.12,1006.93,1012.79,13.1,20.9,success
1788279620,2026-09-01T17:20:20+0100,20.82,69.48,61.33,1007.05,1012.91,13.1,20.8,success
1788279917,2026-09-01T17:25:17+0100,20.81,69.46,61.33,1006.94,1012.8,13.1,20.8,success
1788280218,2026-09-01T17:30:18+0100,20.79,69.42,61.43,1007.04,1012.9,13.1,20.8,success
1788280518,2026-09-01T17:35:18+0100,20.66,69.19,61.01,1007.0,1012.86,12.9,20.7,success
1788280821,2026-09-01T17:40:21+0100,20.49,68.88,61.55,1006.95,1012.82,12.8,20.5,success
1788281125,2026-09-01T17:45:25+0100,20.42,68.76,61.82,1007.01,1012.88,12.9,20.4,success
1788281424,2026-09-01T17:50:24+0100,20.37,68.67,61.82,1007.16,1013.03,12.8,20.4,success
1788281732,2026-09-01T17:55:32+0100,20.25,68.45,62.19,1007.08,1012.95,12.8,20.2,success
1788282020,2026-09-01T18:00:20+0100,20.39,68.7,62.67,1007.03,1012.9,13.0,20.4,success
1788282322,2026-09-01T18:05:22+0100,20.34,68.61,62.75,1006.96,1012.83,13.0,20.3,success
1788282618,2026-09-01T18:10:18+0100,20.56,69.01,62.1,1006.94,1012.8,13.1,20.6,success
1788282917,2026-09-01T18:15:17+0100,20.43,68.77,62.75,1006.95,1012.81,13.1,20.4,success
1788283221,2026-09-01T18:20:21+0100,20.32,68.58,62.28,1006.89,1012.76,12.9,20.3,success
1788283517,2026-09-01T18:25:17+0100,20.29,68.52,63.06,1006.93,1012.8,13.0,20.3,success
1788283820,2026-09-01T18:30:20+0100,20.2,68.36,62.97,1006.98,1012.85,12.9,20.2,success
1788285065,2026-09-01T18:51:05+0100,19.74,67.53,63.23,1006.82,1012.7,12.6,19.7,success
1788285316,2026-09-01T18:55:16+0100,19.72,67.5,63.9,1006.8,1012.68,12.7,19.7,success
1788285766,2026-09-01T19:02:46+0100,19.6,67.28,63.95,1006.8,1012.68,12.6,19.6,success
1788285987,2026-09-01T19:06:27+0100,19.53,67.15,64.18,1006.89,1012.78,12.6,19.5,success
1788286218,2026-09-01T19:10:18+0100,19.42,66.96,64.38,1006.9,1012.78,12.5,19.4,success
1788286520,2026-09-01T19:15:20+0100,19.36,66.85,64.96,1006.76,1012.65,12.6,19.4,success
1788286816,2026-09-01T19:20:16+0100,19.22,66.6,65.91,1006.91,1012.8,12.7,19.2,success
1788287119,2026-09-01T19:25:19+0100,19.14,66.45,67.57,1006.86,1012.76,13.0,19.1,success
1788287430,2026-09-01T19:30:30+0100,19.03,66.25,68.54,1006.94,1012.83,13.1,19.0,success
1788287725,2026-09-01T19:35:25+0100,18.91,66.04,69.62,1006.91,1012.81,13.2,18.9,success
1788288040,2026-09-01T19:40:40+0100,18.77,65.79,70.16,1006.9,1012.81,13.2,18.8,success
1788288317,2026-09-01T19:45:17+0100,18.67,65.61,70.79,1006.96,1012.86,13.3,18.7,success
1788288625,2026-09-01T19:50:25+0100,18.56,65.41,71.43,1006.96,1012.87,13.3,18.6,success
1788288916,2026-09-01T19:55:16+0100,18.45,65.21,72.21,1007.06,1012.97,13.4,18.4,success
1788289216,2026-09-01T20:00:16+0100,18.33,64.99,72.96,1007.06,1012.97,13.4,18.3,success
1788289523,2026-09-01T20:05:23+0100,18.15,64.67,74.02,1007.07,1012.99,13.4,18.1,success
1788289821,2026-09-01T20:10:21+0100,17.95,64.31,75.2,1007.19,1013.11,13.5,17.9,success
1788290121,2026-09-01T20:15:21+0100,17.72,63.9,76.72,1007.39,1013.32,13.6,17.7,success
1788290418,2026-09-01T20:20:18+0100,17.34,63.21,77.0,1007.38,1013.31,13.3,17.3,success
1788290722,2026-09-01T20:25:22+0100,17.09,62.76,76.87,1007.41,1013.35,13.0,17.1,success
1788291066,2026-09-01T20:31:06+0100,16.79,62.22,77.97,1007.26,1013.2,12.9,16.8,success
1788291319,2026-09-01T20:35:19+0100,16.65,61.97,77.56,1007.36,1013.31,12.7,16.6,success
1788291624,2026-09-01T20:40:24+0100,16.52,61.74,78.43,1007.31,1013.26,12.8,16.5,success
1788291923,2026-09-01T20:45:23+0100,16.44,61.59,78.4,1007.27,1013.22,12.7,16.4,success
1788292220,2026-09-01T20:50:20+0100,16.39,61.5,78.21,1007.21,1013.16,12.6,16.4,success
1788292522,2026-09-01T20:55:22+0100,16.3,61.34,78.5,1007.25,1013.2,12.6,16.3,success
1788292823,2026-09-01T21:00:23+0100,16.26,61.27,79.0,1007.36,1013.32,12.6,16.3,success
1788293119,2026-09-01T21:05:19+0100,16.18,61.12,78.13,1007.44,1013.4,12.4,16.2,success
1788293418,2026-09-01T21:10:18+0100,16.16,61.09,78.51,1007.45,1013.4,12.4,16.2,success
1788293725,2026-09-01T21:15:25+0100,16.11,61.0,78.03,1007.54,1013.5,12.3,16.1,success
1788294019,2026-09-01T21:20:19+0100,16.06,60.91,78.16,1007.5,1013.46,12.3,16.1,success
1788294328,2026-09-01T21:25:28+0100,16.0,60.8,78.18,1007.31,1013.27,12.2,16.0,success
1788294621,2026-09-01T21:30:21+0100,15.98,60.76,77.96,1007.32,1013.28,12.1,16.0,success
1788294919,2026-09-01T21:35:19+0100,15.89,60.6,77.89,1007.3,1013.26,12.0,15.9,success
1788295217,2026-09-01T21:40:17+0100,15.87,60.57,77.68,1007.29,1013.26,12.0,15.9,success
1788295519,2026-09-01T21:45:19+0100,15.8,60.44,78.14,1007.21,1013.17,12.0,15.8,success
1788295828,2026-09-01T21:50:28+0100,15.7,60.26,78.52,1007.21,1013.17,12.0,15.7,success
1788296124,2026-09-01T21:55:24+0100,15.66,60.19,78.57,1007.22,1013.19,11.9,15.7,success
1788296517,2026-09-01T22:01:57+0100,15.54,59.97,78.8,1007.32,1013.29,11.9,15.5,success
1788296761,2026-09-01T22:06:01+0100,15.49,59.88,79.38,1007.21,1013.18,11.9,15.5,success
1788297026,2026-09-01T22:10:26+0100,15.51,59.92,79.09,1007.27,1013.24,11.9,15.5,success
1788297317,2026-09-01T22:15:17+0100,15.38,59.68,79.46,1007.25,1013.22,11.8,15.4,success
1788297618,2026-09-01T22:20:18+0100,15.45,59.81,79.26,1007.36,1013.33,11.9,15.4,success
1788297921,2026-09-01T22:25:21+0100,15.42,59.76,79.37,1007.48,1013.45,11.9,15.4,success
1788298223,2026-09-01T22:30:23+0100,15.5,59.9,78.75,1007.43,1013.4,11.8,15.5,success
1788298523,2026-09-01T22:35:23+0100,15.52,59.94,78.97,1007.41,1013.38,11.9,15.5,success
1788298828,2026-09-01T22:40:28+0100,15.4,59.72,79.15,1007.35,1013.32,11.8,15.4,success
1788299127,2026-09-01T22:45:27+0100,15.48,59.86,78.9,1007.3,1013.27,11.8,15.5,success
1788299426,2026-09-01T22:50:26+0100,15.43,59.77,78.88,1007.33,1013.3,11.8,15.4,success
