epoch,ts,temperature_c,temperature_f,humidity_pct,pressure_station_mbar,pressure_sealevel_mbar,dew_point_c,heat_index_c,wu_status
1785558324,2026-08-01T05:25:24+0100,10.75,51.35,81.54,1010.39,1016.48,7.7,10.8,success
1785558633,2026-08-01T05:30:33+0100,10.68,51.22,81.34,1010.32,1016.41,7.6,10.7,success
1785558917,2026-08-01T05:35:17+0100,10.67,51.21,82.02,1010.32,1016.41,7.7,10.7,success
1785559217,2026-08-01T05:40:17+0100,10.68,51.22,81.76,1010.36,1016.45,7.7,10.7,success
1785559516,2026-08-01T05:45:16+0100,10.67,51.21,81.28,1010.32,1016.41,7.6,10.7,success
1785559833,2026-08-01T05:50:33+0100,10.6,51.08,81.91,1010.26,1016.35,7.6,10.6,success
1785560121,2026-08-01T05:55:21+0100,10.61,51.1,82.03,1010.25,1016.34,7.7,10.6,success
1785560422,2026-08-01T06:00:22+0100,10.57,51.03,82.08,1010.33,1016.42,7.6,10.6,success
1785560720,2026-08-01T06:05:20+0100,10.6,51.08,81.81,1010.47,1016.56,7.6,10.6,success
1785561018,2026-08-01T06:10:18+0100,10.61,51.1,82.23,1010.36,1016.45,7.7,10.6,success
1785561327,2026-08-01T06:15:27+0100,10.78,51.4,81.72,1010.47,1016.56,7.8,10.8,success
1785561619,2026-08-01T06:20:19+0100,10.99,51.78,81.56,1010.45,1016.53,8.0,11.0,success
1785561925,2026-08-01T06:25:25+0100,11.28,52.3,80.86,1010.41,1016.48,8.1,11.3,success
1785562224,2026-08-01T06:30:24+0100,11.54,52.77,79.96,1010.37,1016.44,8.2,11.5,success
1785562521,2026-08-01T06:35:21+0100,11.86,53.35,79.1,1010.56,1016.63,8.4,11.9,success
1785562870,2026-08-01T06:41:10+0100,12.13,53.83,77.97,1010.5,1016.56,8.4,12.1,success
1785563172,2026-08-01T06:46:12+0100,12.24,54.03,77.6,1010.54,1016.6,8.4,12.2,success
1785563424,2026-08-01T06:50:24+0100,12.31,54.16,77.34,1010.58,1016.64,8.5,12.3,success
1785563766,2026-08-01T06:56:06+0100,12.37,54.27,77.41,1010.67,1016.73,8.5,12.4,success
1785564028,2026-08-01T07:00:28+0100,12.46,54.43,77.07,1010.71,1016.76,8.6,12.5,success
1785564326,2026-08-01T07:05:26+0100,12.51,54.52,76.76,1010.68,1016.73,8.5,12.5,success
1785564618,2026-08-01T07:10:18+0100,12.55,54.59,76.72,1010.68,1016.73,8.6,12.6,success
1785564917,2026-08-01T07:15:17+0100,12.59,54.66,76.43,1010.76,1016.81,8.6,12.6,success
1785565221,2026-08-01T07:20:21+0100,12.67,54.81,76.29,1010.75,1016.8,8.6,12.7,success
1785565521,2026-08-01T07:25:21+0100,12.72,54.9,76.38,1010.76,1016.81,8.7,12.7,success
1785565818,2026-08-01T07:30:18+0100,12.77,54.99,76.34,1010.81,1016.86,8.7,12.8,success
1785566123,2026-08-01T07:35:23+0100,12.87,55.17,75.88,1010.82,1016.87,8.7,12.9,success
1785566463,2026-08-01T07:41:03+0100,13.0,55.4,75.93,1010.96,1017.01,8.9,13.0,success
1785566762,2026-08-01T07:46:02+0100,13.12,55.62,75.69,1010.95,1016.99,8.9,13.1,success
1785567060,2026-08-01T07:51:00+0100,13.23,55.81,75.15,1010.99,1017.03,8.9,13.2,success
1785567318,2026-08-01T07:55:18+0100,13.31,55.96,75.09,1011.0,1017.03,9.0,13.3,success
1785567663,2026-08-01T08:01:03+0100,13.56,56.41,74.51,1011.01,1017.04,9.1,13.6,success
1785567935,2026-08-01T08:05:35+0100,13.83,56.89,73.25,1011.08,1017.11,9.1,13.8,success
1785568218,2026-08-01T08:10:18+0100,14.18,57.52,72.17,1011.14,1017.16,9.2,14.2,success
1785568525,2026-08-01T08:15:25+0100,14.6,58.28,71.16,1011.13,1017.14,9.4,14.6,success
1785568824,2026-08-01T08:20:24+0100,15.03,59.05,69.73,1011.14,1017.14,9.5,15.0,success
1785569124,2026-08-01T08:25:24+0100,15.44,59.79,68.5,1011.18,1017.17,9.7,15.4,success
1785569417,2026-08-01T08:30:17+0100,15.86,60.55,67.61,1011.07,1017.06,9.9,15.9,success
1785569732,2026-08-01T08:35:32+0100,16.28,61.3,66.09,1011.14,1017.12,9.9,16.3,success
1785570018,2026-08-01T08:40:18+0100,16.84,62.31,63.52,1011.28,1017.25,9.9,16.8,success
1785570320,2026-08-01T08:45:20+0100,17.0,62.6,62.21,1011.26,1017.23,9.7,17.0,success
1785570623,2026-08-01T08:50:23+0100,16.9,62.42,63.38,1011.28,1017.24,9.9,16.9,success
1785570920,2026-08-01T08:55:20+0100,16.81,62.26,63.12,1011.27,1017.24,9.8,16.8,success
1785571235,2026-08-01T09:00:35+0100,17.05,62.69,62.72,1011.14,1017.1,9.9,17.1,success
1785571520,2026-08-01T09:05:20+0100,17.03,62.65,62.73,1011.31,1017.27,9.9,17.0,success
1785571830,2026-08-01T09:10:30+0100,17.01,62.62,63.44,1011.3,1017.26,10.0,17.0,success
1785572165,2026-08-01T09:16:05+0100,16.94,62.49,62.02,1011.35,1017.32,9.6,16.9,success
1785572422,2026-08-01T09:20:22+0100,16.82,62.28,62.55,1011.31,1017.28,9.6,16.8,success
1785572719,2026-08-01T09:25:19+0100,17.04,62.67,62.58,1011.34,1017.3,9.8,17.0,success
1785573020,2026-08-01T09:30:20+0100,17.32,63.18,61.4,1011.41,1017.37,9.8,17.3,success
1785573325,2026-08-01T09:35:25+0100,17.31,63.16,60.44,1011.37,1017.33,9.6,17.3,success
1785573618,2026-08-01T09:40:18+0100,17.39,63.3,60.29,1011.33,1017.28,9.6,17.4,success
1785573928,2026-08-01T09:45:28+0100,17.81,64.06,61.62,1011.32,1017.27,10.3,17.8,success
1785574223,2026-08-01T09:50:23+0100,17.77,63.99,57.94,1011.32,1017.26,9.4,17.8,success
1785574527,2026-08-01T09:55:27+0100,17.97,64.35,58.25,1011.29,1017.23,9.6,18.0,success
1785574817,2026-08-01T10:00:17+0100,18.53,65.35,56.36,1011.24,1017.17,9.7,18.5,success
1785575120,2026-08-01T10:05:20+0100,18.45,65.21,55.25,1011.31,1017.24,9.3,18.4,success
1785575421,2026-08-01T10:10:21+0100,18.66,65.59,54.35,1011.24,1017.17,9.3,18.7,success
1785575722,2026-08-01T10:15:22+0100,18.82,65.88,55.03,1011.2,1017.12,9.6,18.8,success
1785576021,2026-08-01T10:20:21+0100,18.89,66.0,54.26,1011.24,1017.17,9.5,18.9,success
1785576320,2026-08-01T10:25:20+0100,19.14,66.45,54.01,1011.11,1017.03,9.6,19.1,success
1785576617,2026-08-01T10:30:17+0100,19.05,66.29,54.46,1011.16,1017.08,9.7,19.1,success
1785576921,2026-08-01T10:35:21+0100,18.9,66.02,52.18,1011.07,1016.99,8.9,18.9,success
1785577238,2026-08-01T10:40:38+0100,18.63,65.53,53.11,1011.15,1017.07,8.9,18.6,success
1785577519,2026-08-01T10:45:19+0100,19.89,67.8,50.57,1011.09,1016.99,9.3,19.9,success
1785577821,2026-08-01T10:50:21+0100,20.52,68.94,49.44,1011.14,1017.03,9.6,20.5,success
1785578117,2026-08-01T10:55:17+0100,19.61,67.3,50.53,1011.12,1017.03,9.1,19.6,success
1785578417,2026-08-01T11:00:17+0100,19.72,67.5,52.34,1011.09,1016.99,9.7,19.7,success
1785578718,2026-08-01T11:05:18+0100,19.17,66.51,50.95,1011.13,1017.05,8.8,19.2,success
1785579021,2026-08-01T11:10:21+0100,18.88,65.98,49.23,1011.16,1017.08,8.0,18.9,success
1785579322,2026-08-01T11:15:22+0100,19.63,67.33,48.37,1011.08,1016.99,8.4,19.6,success
1785579624,2026-08-01T11:20:24+0100,19.42,66.96,50.0,1011.1,1017.01,8.7,19.4,success
1785579920,2026-08-01T11:25:20+0100,19.26,66.67,49.95,1011.15,1017.06,8.6,19.3,success
1785580219,2026-08-01T11:30:19+0100,19.11,66.4,49.15,1011.2,1017.12,8.2,19.1,success
1785580517,2026-08-01T11:35:17+0100,19.3,66.74,49.87,1011.14,1017.06,8.6,19.3,success
1785580823,2026-08-01T11:40:23+0100,19.22,66.6,50.19,1011.26,1017.18,8.6,19.2,success
1785581137,2026-08-01T11:45:37+0100,19.49,67.08,50.5,1011.24,1017.15,8.9,19.5,success
1785581416,2026-08-01T11:50:16+0100,19.47,67.05,49.39,1011.19,1017.1,8.6,19.5,success
1785581722,2026-08-01T11:55:22+0100,19.52,67.14,49.18,1011.25,1017.16,8.6,19.5,success
1785582017,2026-08-01T12:00:17+0100,19.22,66.6,48.64,1011.39,1017.3,8.1,19.2,success
1785582317,2026-08-01T12:05:17+0100,19.16,66.49,49.11,1011.42,1017.34,8.2,19.2,success
1785582625,2026-08-01T12:10:25+0100,19.38,66.88,48.99,1011.34,1017.25,8.4,19.4,success
1785582929,2026-08-01T12:15:29+0100,20.15,68.27,49.79,1011.25,1017.15,9.3,20.1,success
1785583219,2026-08-01T12:20:19+0100,21.07,69.93,46.77,1011.17,1017.05,9.2,21.1,success
1785583521,2026-08-01T12:25:21+0100,22.43,72.37,43.36,1011.06,1016.91,9.4,22.4,success
1785583819,2026-08-01T12:30:19+0100,21.73,71.11,43.13,1011.08,1016.94,8.6,21.7,success
1785584118,2026-08-01T12:35:18+0100,21.37,70.47,43.08,1011.1,1016.98,8.3,21.4,success
1785584422,2026-08-01T12:40:22+0100,21.12,70.02,44.69,1011.12,1017.0,8.6,21.1,success
1785584722,2026-08-01T12:45:22+0100,21.44,70.59,44.22,1011.18,1017.06,8.8,21.4,success
1785585019,2026-08-01T12:50:19+0100,22.2,71.96,41.31,1011.14,1017.0,8.4,22.2,success
1785585322,2026-08-01T12:55:22+0100,21.77,71.19,41.56,1011.11,1016.97,8.1,21.8,success
1785585632,2026-08-01T13:00:32+0100,21.64,70.95,42.24,1011.27,1017.14,8.3,21.6,success
1785585927,2026-08-01T13:05:27+0100,21.28,70.3,43.58,1011.27,1017.15,8.4,21.3,success
1785586272,2026-08-01T13:11:12+0100,21.78,71.2,42.19,1011.16,1017.02,8.4,21.8,success
1785586525,2026-08-01T13:15:25+0100,22.06,71.71,42.41,1011.16,1017.02,8.7,22.1,success
1785586820,2026-08-01T13:20:20+0100,22.2,71.96,43.31,1011.19,1017.04,9.1,22.2,success
1785587130,2026-08-01T13:25:30+0100,21.98,71.56,41.77,1011.14,1017.0,8.4,22.0,success
1785587422,2026-08-01T13:30:22+0100,21.91,71.44,42.84,1011.08,1016.95,8.7,21.9,success
1785587721,2026-08-01T13:35:21+0100,23.33,73.99,41.86,1011.09,1016.92,9.6,23.3,success
1785588016,2026-08-01T13:40:16+0100,23.2,73.76,40.59,1011.09,1016.92,9.1,23.2,success
1785588318,2026-08-01T13:45:18+0100,22.69,72.84,41.63,1011.05,1016.9,9.0,22.7,success
1785588620,2026-08-01T13:50:20+0100,22.12,71.82,41.4,1011.09,1016.94,8.4,22.1,success
1785588921,2026-08-01T13:55:21+0100,22.17,71.91,42.8,1010.99,1016.84,8.9,22.2,success
1785589217,2026-08-01T14:00:17+0100,22.04,71.67,43.71,1011.07,1016.93,9.1,22.0,success
1785589523,2026-08-01T14:05:23+0100,21.79,71.22,41.45,1011.05,1016.91,8.1,21.8,success
1785589817,2026-08-01T14:10:17+0100,22.24,72.03,42.42,1011.03,1016.89,8.9,22.2,success
1785590124,2026-08-01T14:15:24+0100,23.27,73.89,41.06,1010.97,1016.81,9.3,23.3,success
1785590419,2026-08-01T14:20:19+0100,23.87,74.97,39.87,1010.9,1016.72,9.4,23.9,success
1785590719,2026-08-01T14:25:19+0100,23.19,73.74,40.14,1011.08,1016.91,8.9,23.2,success
1785591023,2026-08-01T14:30:23+0100,22.5,72.5,41.14,1011.02,1016.87,8.6,22.5,success
1785591323,2026-08-01T14:35:23+0100,22.42,72.36,41.12,1010.99,1016.84,8.6,22.4,success
1785591623,2026-08-01T14:40:23+0100,22.43,72.37,41.21,1011.02,1016.87,8.6,22.4,success
1785591925,2026-08-01T14:45:25+0100,22.21,71.98,42.13,1010.96,1016.81,8.7,22.2,success
1785592219,2026-08-01T14:50:19+0100,22.12,71.82,42.22,1010.99,1016.85,8.7,22.1,success
1785592523,2026-08-01T14:55:23+0100,22.2,71.96,42.66,1010.94,1016.8,8.9,22.2,success
1785592818,2026-08-01T15:00:18+0100,23.05,73.49,40.4,1011.04,1016.88,8.9,23.1,success
1785593123,2026-08-01T15:05:23+0100,22.65,72.77,41.1,1010.94,1016.79,8.8,22.6,success
1785593421,2026-08-01T15:10:21+0100,23.48,74.26,39.26,1010.87,1016.7,8.8,23.5,success
1785593721,2026-08-01T15:15:21+0100,23.02,73.44,39.78,1010.93,1016.77,8.6,23.0,success
1785594030,2026-08-01T15:20:30+0100,22.85,73.13,41.45,1010.92,1016.76,9.1,22.9,success
1785594326,2026-08-01T15:25:26+0100,23.35,74.03,38.45,1010.92,1016.76,8.4,23.4,success
1785594625,2026-08-01T15:30:25+0100,22.4,72.32,41.11,1010.86,1016.71,8.5,22.4,success
1785594930,2026-08-01T15:35:30+0100,22.23,72.01,41.11,1010.98,1016.83,8.4,22.2,success
1785595224,2026-08-01T15:40:24+0100,23.13,73.63,39.19,1010.85,1016.68,8.5,23.1,success
1785595520,2026-08-01T15:45:20+0100,22.55,72.59,39.86,1010.88,1016.73,8.2,22.6,success
1785595820,2026-08-01T15:50:20+0100,22.46,72.43,40.12,1010.91,1016.76,8.2,22.5,success
1785596117,2026-08-01T15:55:17+0100,22.69,72.84,39.25,1010.8,1016.64,8.1,22.7,success
1785596418,2026-08-01T16:00:18+0100,22.46,72.43,39.28,1010.86,1016.71,7.9,22.5,success
1785596719,2026-08-01T16:05:19+0100,22.35,72.23,40.41,1010.85,1016.7,8.2,22.4,success
1785597017,2026-08-01T16:10:17+0100,22.53,72.55,39.28,1010.81,1016.66,8.0,22.5,success
1785597318,2026-08-01T16:15:18+0100,22.21,71.98,39.59,1010.72,1016.57,7.8,22.2,success
1785597628,2026-08-01T16:20:28+0100,22.79,73.02,39.69,1010.81,1016.65,8.4,22.8,success
1785597918,2026-08-01T16:25:18+0100,22.59,72.66,38.77,1010.86,1016.71,7.8,22.6,success
1785598224,2026-08-01T16:30:24+0100,22.86,73.15,39.37,1010.76,1016.6,8.3,22.9,success
1785598524,2026-08-01T16:35:24+0100,22.44,72.39,38.42,1010.79,1016.64,7.6,22.4,success
1785598822,2026-08-01T16:40:22+0100,22.35,72.23,39.3,1010.69,1016.54,7.8,22.4,success
1785599135,2026-08-01T16:45:35+0100,23.02,73.44,38.56,1010.66,1016.49,8.2,23.0,success
1785599418,2026-08-01T16:50:18+0100,22.55,72.59,38.92,1010.68,1016.53,7.9,22.6,success
1785599726,2026-08-01T16:55:26+0100,22.33,72.19,39.54,1010.73,1016.58,7.9,22.3,success
1785600020,2026-08-01T17:00:20+0100,22.43,72.37,39.66,1010.67,1016.52,8.0,22.4,success
1785600320,2026-08-01T17:05:20+0100,22.25,72.05,40.02,1010.72,1016.57,8.0,22.2,success
1785600625,2026-08-01T17:10:25+0100,22.25,72.05,39.59,1010.66,1016.51,7.9,22.2,success
1785600919,2026-08-01T17:15:19+0100,22.42,72.36,39.68,1010.57,1016.42,8.0,22.4,success
1785601222,2026-08-01T17:20:22+0100,22.79,73.02,40.35,1010.55,1016.39,8.6,22.8,success
1785601530,2026-08-01T17:25:30+0100,22.95,73.31,39.88,1010.58,1016.42,8.6,22.9,success
1785601817,2026-08-01T17:30:17+0100,23.18,73.72,38.04,1010.63,1016.46,8.1,23.2,success
1785602133,2026-08-01T17:35:33+0100,23.26,73.87,37.71,1010.54,1016.37,8.0,23.3,success
1785602430,2026-08-01T17:40:30+0100,22.87,73.17,37.65,1010.61,1016.45,7.7,22.9,success
1785602718,2026-08-01T17:45:18+0100,23.32,73.98,37.71,1010.51,1016.34,8.1,23.3,success
1785603019,2026-08-01T17:50:19+0100,23.8,74.84,38.5,1010.62,1016.44,8.8,23.8,success
1785603320,2026-08-01T17:55:20+0100,23.64,74.55,37.77,1010.55,1016.37,8.4,23.6,success
1785603633,2026-08-01T18:00:33+0100,23.1,73.58,38.47,1010.5,1016.34,8.2,23.1,success
1785603919,2026-08-01T18:05:19+0100,23.4,74.12,38.77,1010.47,1016.3,8.6,23.4,success
1785604220,2026-08-01T18:10:20+0100,23.44,74.19,42.55,1010.61,1016.44,10.0,23.4,success
1785604523,2026-08-01T18:15:23+0100,23.4,74.12,37.67,1010.44,1016.27,8.1,23.4,success
1785604835,2026-08-01T18:20:35+0100,23.24,73.83,37.92,1010.39,1016.22,8.1,23.2,success
1785605122,2026-08-01T18:25:22+0100,23.01,73.42,39.59,1010.35,1016.18,8.5,23.0,success
1785605417,2026-08-01T18:30:17+0100,22.57,72.63,39.39,1010.36,1016.2,8.1,22.6,success
1785605717,2026-08-01T18:35:17+0100,22.02,71.64,41.01,1010.33,1016.19,8.2,22.0,success
1785606031,2026-08-01T18:40:31+0100,21.85,71.33,40.71,1010.33,1016.19,7.9,21.9,success
1785606318,2026-08-01T18:45:18+0100,21.5,70.7,43.32,1010.29,1016.16,8.5,21.5,success
1785606617,2026-08-01T18:50:17+0100,21.05,69.89,51.36,1010.24,1016.12,10.6,21.1,success
1785606918,2026-08-01T18:55:18+0100,20.78,69.4,52.8,1010.37,1016.25,10.8,20.8,success
1785607225,2026-08-01T19:00:25+0100,20.85,69.53,51.58,1010.19,1016.07,10.5,20.9,success
1785607531,2026-08-01T19:05:31+0100,20.91,69.64,46.19,1010.3,1016.18,8.9,20.9,success
1785607818,2026-08-01T19:10:18+0100,21.02,69.84,56.28,1010.34,1016.22,12.0,21.0,success
1785608121,2026-08-01T19:15:21+0100,21.04,69.87,45.91,1010.38,1016.26,8.9,21.0,success
1785608423,2026-08-01T19:20:23+0100,21.34,70.41,49.52,1010.31,1016.18,10.3,21.3,success
1785608717,2026-08-01T19:25:17+0100,20.91,69.64,58.93,1010.31,1016.19,12.6,20.9,success
1785609020,2026-08-01T19:30:20+0100,20.79,69.42,57.18,1010.29,1016.17,12.0,20.8,success
1785609317,2026-08-01T19:35:17+0100,20.71,69.28,57.11,1010.34,1016.22,11.9,20.7,success
1785609620,2026-08-01T19:40:20+0100,20.62,69.12,56.11,1010.32,1016.2,11.6,20.6,success
1785609920,2026-08-01T19:45:20+0100,20.42,68.76,57.35,1010.27,1016.16,11.7,20.4,success
1785610221,2026-08-01T19:50:21+0100,20.15,68.27,59.63,1010.19,1016.08,12.0,20.1,success
1785610521,2026-08-01T19:55:21+0100,20.04,68.07,59.92,1010.14,1016.04,12.0,20.0,success
1785610828,2026-08-01T20:00:28+0100,20.06,68.11,58.62,1010.29,1016.18,11.7,20.1,success
1785611119,2026-08-01T20:05:19+0100,19.61,67.3,63.44,1010.25,1016.15,12.5,19.6,success
1785611419,2026-08-01T20:10:19+0100,19.37,66.87,66.32,1010.32,1016.22,12.9,19.4,success
1785611726,2026-08-01T20:15:26+0100,19.17,66.51,63.39,1010.41,1016.32,12.1,19.2,success
1785612027,2026-08-01T20:20:27+0100,19.09,66.36,60.53,1010.27,1016.18,11.3,19.1,success
1785612319,2026-08-01T20:25:19+0100,18.82,65.88,62.21,1010.27,1016.19,11.4,18.8,success
1785612624,2026-08-01T20:30:24+0100,18.7,65.66,59.08,1010.32,1016.24,10.5,18.7,success
1785612918,2026-08-01T20:35:18+0100,18.54,65.37,58.96,1010.39,1016.31,10.4,18.5,success
1785613220,2026-08-01T20:40:20+0100,18.43,65.17,59.74,1010.41,1016.33,10.5,18.4,success
1785613522,2026-08-01T20:45:22+0100,18.21,64.78,62.81,1010.37,1016.3,11.0,18.2,success
1785613818,2026-08-01T20:50:18+0100,17.93,64.27,64.5,1010.35,1016.29,11.1,17.9,success
1785614124,2026-08-01T20:55:24+0100,17.78,64.0,64.38,1010.34,1016.28,11.0,17.8,success
1785614427,2026-08-01T21:00:27+0100,17.63,63.73,63.48,1010.35,1016.29,10.6,17.6,success
1785614721,2026-08-01T21:05:21+0100,17.47,63.45,62.69,1010.44,1016.39,10.3,17.5,success
1785615021,2026-08-01T21:10:21+0100,17.25,63.05,62.06,1010.39,1016.35,9.9,17.2,success
1785615319,2026-08-01T21:15:19+0100,17.06,62.71,58.44,1010.55,1016.51,8.8,17.1,success
1785615622,2026-08-01T21:20:22+0100,16.83,62.29,56.91,1010.56,1016.52,8.2,16.8,success
1785615921,2026-08-01T21:25:21+0100,16.62,61.92,56.54,1010.55,1016.51,7.9,16.6,success
1785616219,2026-08-01T21:30:19+0100,16.43,61.57,56.37,1010.61,1016.58,7.7,16.4,success
1785616518,2026-08-01T21:35:18+0100,16.26,61.27,56.64,1010.65,1016.62,7.6,16.3,success
1785616817,2026-08-01T21:40:17+0100,16.13,61.03,57.31,1010.54,1016.51,7.7,16.1,success
1785617125,2026-08-01T21:45:25+0100,15.96,60.73,57.66,1010.53,1016.51,7.6,16.0,success
1785617418,2026-08-01T21:50:18+0100,15.86,60.55,58.05,1010.59,1016.58,7.6,15.9,success
1785617718,2026-08-01T21:55:18+0100,15.77,60.39,57.86,1010.63,1016.62,7.5,15.8,success
1785618026,2026-08-01T22:00:26+0100,15.68,60.22,58.08,1010.61,1016.59,7.5,15.7,success
1785618317,2026-08-01T22:05:17+0100,15.65,60.17,58.26,1010.66,1016.65,7.5,15.7,success
1785618625,2026-08-01T22:10:25+0100,15.64,60.15,58.09,1010.7,1016.69,7.4,15.6,success
1785618925,2026-08-01T22:15:25+0100,15.6,60.08,58.06,1010.59,1016.58,7.4,15.6,success
1785619226,2026-08-01T22:20:26+0100,15.59,60.06,58.14,1010.69,1016.68,7.4,15.6,success
1785619518,2026-08-01T22:25:18+0100,15.51,59.92,58.37,1010.72,1016.71,7.4,15.5,success
1785619822,2026-08-01T22:30:22+0100,15.48,59.86,58.46,1010.69,1016.68,7.4,15.5,success
1785620120,2026-08-01T22:35:20+0100,15.38,59.68,58.4,1010.75,1016.74,7.3,15.4,success
1785620418,2026-08-01T22:40:18+0100,15.29,59.52,58.9,1010.73,1016.73,7.3,15.3,success
